,Rides lost ,latitude,longitude
2154,240,52.496,13.339
2155,412,52.557,13.372
2156,373,52.467,13.318
2157,377,52.507,13.428
2158,376,52.468,13.443
2159,332,52.5,13.395
2160,395,52.496,13.395
2161,316,52.505,13.422
2162,315,52.561,13.383
2163,391,52.528,13.469
2164,299,52.524,13.299
2165,396,52.48,13.425
2166,331,52.482,13.443
2167,311,52.444,13.294
2168,313,52.434,13.378
2169,318,52.531,13.403
2170,344,52.488,13.424
2171,378,52.423,13.475
2172,378,52.546,13.377
2173,434,52.522,13.408
2174,440,52.422,13.462
2175,343,52.498,13.462
2176,345,52.533,13.352
2177,333,52.496,13.443
2178,344,52.496,13.454
2179,438,52.523,13.417
2180,407,52.596,13.334
2181,423,52.605,13.35
2182,159,52.546,13.443
2183,441,52.418,13.504
2184,316,52.488,13.368
2185,326,52.543,13.426
2186,341,52.561,13.373
2187,374,52.409,13.476
2188,352,52.551,13.356
2189,364,52.522,13.377
2190,411,52.526,13.365
2191,270,52.538,13.417
2192,340,52.511,13.458
2193,373,52.498,13.464
2194,327,52.547,13.347
2195,403,52.506,13.513
2196,343,52.517,13.324
2197,459,52.539,13.498
2198,401,52.534,13.487
2199,325,52.499,13.342
2200,412,52.476,13.442
2201,485,52.493,13.491
2202,385,52.504,13.347
2203,386,52.54,13.401
2204,388,52.527,13.388
2205,347,52.485,13.367
2206,302,52.536,13.41
2207,395,52.557,13.385
2208,336,52.494,13.397
2209,395,52.481,13.426
2210,366,52.51,13.435
2211,346,52.554,13.374
2212,350,52.5,13.46
2213,361,52.485,13.352
2214,303,52.495,13.411
2215,318,52.484,13.362
2216,353,52.527,13.342
2217,317,52.467,13.342
2218,322,52.491,13.313
2219,317,52.53,13.369
2220,371,52.457,13.449
2221,343,52.511,13.293
2222,397,52.509,13.435
2223,459,52.526,13.387
2224,289,52.5,13.321
2225,401,52.501,13.477
2226,438,52.536,13.377
2227,335,52.515,13.468
2228,316,52.497,13.32
2229,414,52.483,13.454
2230,368,52.387,13.398
2231,329,52.494,13.357
2232,378,52.493,13.372
2233,290,52.533,13.35
2234,336,52.491,13.42
2235,270,52.527,13.481
2236,270,52.519,13.316
2237,411,52.51,13.39
2238,239,52.489,13.387
2239,368,52.502,13.329
2240,326,52.494,13.411
2241,343,52.449,13.353
2242,359,52.547,13.389
2243,254,52.389,13.029
2244,341,52.535,13.419
2245,374,52.536,13.432
2246,335,52.532,13.403
2247,351,52.505,13.329
2248,319,52.538,13.415
2249,351,52.484,13.443
2250,370,52.477,13.465
2251,337,52.538,13.409
2252,314,52.506,13.375
2253,334,52.559,13.387
2254,542,52.535,13.2
2255,380,52.49,13.456
2256,293,52.5,13.302
2257,361,52.49,13.323
2258,383,52.505,13.375
2259,362,52.497,13.466
2260,324,52.547,13.402
2261,366,52.486,13.447
2262,290,52.494,13.435
2263,377,52.466,13.43
2264,404,52.393,13.402
2265,348,52.505,13.326
2266,397,52.505,13.406
2267,420,52.54,13.439
2268,310,52.508,13.385
2269,325,52.523,13.454
2270,379,52.535,13.495
2271,421,52.597,13.361
2272,424,52.524,13.374
2273,404,52.561,13.377
2274,367,52.547,13.448
2275,316,52.517,13.422
2276,333,52.546,13.428
2277,328,52.48,13.345
2278,344,52.495,13.384
2279,237,52.489,13.376
2280,300,52.501,13.43
2281,310,52.554,13.373
2282,347,52.498,13.422
2283,363,52.499,13.271
2284,342,52.53,13.363
2285,333,52.495,13.38
2286,323,52.54,13.381
2287,379,52.59,13.283
2288,366,52.509,13.388
2289,310,52.505,13.323
2290,400,52.456,13.321
2291,297,52.503,13.473
2292,398,52.524,13.419
2293,345,52.481,13.434
2294,342,52.421,13.427
2295,317,52.505,13.399
2296,310,52.486,13.335
2297,314,52.531,13.345
2298,342,52.506,13.442
2299,338,52.478,13.33
2300,307,52.55,13.364
2301,358,52.547,13.365
2302,314,52.519,13.29
2303,206,52.422,13.497
2304,454,52.522,13.41
2305,321,52.464,13.331
2306,312,52.496,13.446
2307,339,52.498,13.439
2308,403,52.418,13.417
2309,253,52.496,13.305
2310,309,52.508,13.346
2311,313,52.49,13.383
2312,301,52.516,13.441
2313,416,52.536,13.294
2314,292,52.496,13.36
2315,275,52.496,13.318
2316,324,52.538,13.356
2317,269,52.532,13.361
2318,374,52.526,13.328
2319,291,52.566,13.396
2320,262,52.487,13.392
2321,293,52.437,13.373
2322,347,52.496,13.389
2323,389,52.527,13.339
2324,373,52.56,13.383
2325,364,52.527,13.394
2326,296,52.472,13.314
2327,408,52.456,13.509
2328,378,52.478,13.365
2329,303,52.492,13.377
2330,349,52.487,13.44
2331,359,52.493,13.426
2332,311,52.507,13.482
2333,330,52.502,13.323
2334,241,52.55,13.346
2335,335,52.394,13.061
2336,296,52.43,13.465
2337,322,52.523,13.3
2338,291,52.507,13.31
2339,337,52.514,13.474
2340,380,52.474,13.367
2341,305,52.537,13.45
2342,330,52.528,13.411
2343,363,52.474,13.419
2344,407,52.493,13.379
2345,272,52.499,13.299
2346,340,52.524,13.38
2347,399,52.475,13.455
2348,399,52.462,13.435
2349,363,52.486,13.301
2350,298,52.495,13.429
2351,366,52.465,13.424
2352,306,52.552,13.341
2353,350,52.518,13.44
2354,236,52.496,13.311
2355,477,52.508,13.436
2356,299,52.474,13.449
2357,336,52.511,13.427
2358,232,52.503,13.32
2359,325,52.513,13.323
2360,201,52.389,13.415
2361,365,52.542,13.421
2362,383,52.501,13.406
2363,300,52.5,13.294
2364,317,52.565,13.444
2365,375,52.529,13.379
2366,274,52.47,13.294
2367,390,52.597,13.356
2368,304,52.472,13.336
2369,337,52.527,13.482
2370,331,52.562,13.357
2371,260,52.495,13.342
2372,251,52.494,13.412
2373,306,52.514,13.294
2374,272,52.526,13.423
2375,335,52.479,13.345
2376,206,52.486,13.341
2377,226,52.518,13.497
2378,298,52.503,13.301
2379,327,52.547,13.41
2380,338,52.503,13.467
2381,403,52.501,13.387
2382,346,52.525,13.557
2383,382,52.523,13.48
2384,315,52.52,13.452
2385,399,52.511,13.443
2386,352,52.485,13.445
2387,363,52.507,13.471
2388,344,52.517,13.393
2389,324,52.511,13.289
2390,383,52.505,13.335
2391,385,52.469,13.432
2392,295,52.542,13.383
2393,336,52.528,13.405
2394,284,52.494,13.4
2395,369,52.511,13.499
2396,365,52.53,13.404
2397,425,52.491,13.442
2398,332,52.51,13.42
2399,403,52.502,13.408
2400,306,52.523,13.38
2401,308,52.499,13.404
2402,382,52.519,13.34
2403,292,52.495,13.35
2404,358,52.576,13.322
2405,313,52.445,13.38
2406,278,52.528,13.455
2407,315,52.405,13.406
2408,275,52.511,13.395
2409,380,52.552,13.406
2410,281,52.52,13.463
2411,304,52.514,13.469
2412,292,52.491,13.362
2413,375,52.542,13.335
2414,383,52.447,13.362
2415,335,52.491,13.398
2416,306,52.509,13.497
2417,356,52.398,13.39
2418,382,52.553,13.414
2419,309,52.527,13.414
2420,249,52.5,13.317
2421,340,52.495,13.39
2422,313,52.494,13.333
2423,331,52.507,13.363
2424,309,52.477,13.281
2425,401,52.434,13.543
2426,342,52.549,13.356
2427,264,52.488,13.335
2428,338,52.549,13.348
2429,331,52.489,13.442
2430,304,52.506,13.411
2431,255,52.482,13.361
2432,446,52.602,13.353
2433,307,52.52,13.355
2434,366,52.5,13.353
2435,343,52.533,13.43
2436,236,52.507,13.424
2437,321,52.484,13.432
2438,374,52.553,13.362
2439,346,52.574,13.359
2440,284,52.534,13.398
2441,339,52.509,13.483
2442,412,52.504,13.375
2443,292,52.503,13.454
2444,337,52.466,13.426
2445,303,52.547,13.351
2446,327,52.514,13.459
2447,282,52.537,13.417
2448,193,52.526,13.3
2449,321,52.493,13.397
2450,388,52.575,13.347
2451,347,52.523,13.404
2452,258,52.458,13.322
2453,280,52.505,13.434
2454,245,52.525,13.31
2455,352,52.526,13.345
2456,267,52.487,13.375
2457,309,52.519,13.292
2458,346,52.524,13.387
2459,272,52.512,13.297
2460,392,52.555,13.406
2461,302,52.56,13.336
2462,397,52.597,13.347
2463,304,52.5,13.455
2464,268,52.443,13.386
2465,310,52.507,13.429
2466,322,52.485,13.374
2467,382,52.544,13.372
2468,345,52.481,13.452
2469,251,52.447,13.306
2470,395,52.473,13.458
2471,343,52.551,13.383
2472,282,52.503,13.29
2473,324,52.526,13.448
2474,324,52.53,13.336
2475,223,52.534,13.408
2476,391,52.464,13.473
2477,258,52.54,13.406
2478,359,52.52,13.306
2479,268,52.477,13.308
2480,376,52.514,13.301
2481,353,52.567,13.41
2482,281,52.516,13.261
2483,380,52.504,13.339
2484,284,52.466,13.378
2485,264,52.539,13.275
2486,341,52.477,13.426
2487,334,52.494,13.395
2488,310,52.504,13.295
2489,294,52.47,13.464
2490,398,52.413,13.256
2491,297,52.584,13.287
2492,311,52.48,13.297
2493,247,52.509,13.462
2494,294,52.507,13.512
2495,364,52.49,13.384
2496,401,52.516,13.377
2497,420,52.521,13.416
2498,239,52.517,13.309
2499,256,52.498,13.324
2500,266,52.463,13.327
2501,309,52.471,13.344
2502,277,52.532,13.41
2503,341,52.503,13.426
2504,287,52.472,13.435
2505,322,52.503,13.337
2506,287,52.497,13.342
2507,228,52.504,13.314
2508,309,52.484,13.425
2509,318,52.471,13.37
2510,333,52.499,13.437
2511,339,52.487,13.332
2512,360,52.51,13.446
2513,364,52.527,13.447
2514,225,52.495,13.34
2515,290,52.486,13.337
2516,288,52.542,13.367
2517,383,52.515,13.337
2518,276,52.553,13.387
2519,309,52.475,13.34
2520,165,52.572,13.366
2521,275,52.538,13.385
2522,309,52.515,13.461
2523,291,52.48,13.313
2524,339,52.522,13.376
2525,352,52.565,13.328
2526,306,52.524,13.349
2527,262,52.532,13.406
2528,358,52.496,13.39
2529,383,52.473,13.453
2530,424,52.542,13.206
2531,291,52.516,13.311
2532,320,52.589,13.288
2533,328,52.501,13.391
2534,331,52.506,13.393
2535,296,52.491,13.323
2536,334,52.508,13.466
2537,337,52.554,13.409
2538,511,52.507,13.28
2539,298,52.508,13.295
2540,306,52.524,13.352
2541,291,52.492,13.39
2542,384,52.553,13.357
2543,316,52.539,13.423
2544,263,52.489,13.375
2545,301,52.539,13.421
2546,290,52.419,13.505
2547,385,52.497,13.464
2548,297,52.542,13.416
2549,403,52.526,13.314
2550,255,52.496,13.337
2551,301,52.554,13.345
2552,294,52.519,13.3
2553,284,52.53,13.432
2554,336,52.545,13.26
2555,364,52.463,13.444
2556,311,52.554,13.387
2557,292,52.541,13.408
2558,300,52.498,13.463
2559,192,52.479,13.43
2560,308,52.494,13.418
2561,205,52.497,13.339
2562,309,52.51,13.46
2563,291,52.482,13.436
2564,282,52.487,13.327
2565,334,52.543,13.359
2566,358,52.61,13.334
2567,331,52.513,13.429
2568,277,52.488,13.394
2569,309,52.535,13.355
2570,328,52.537,13.273
2571,264,52.511,13.318
2572,311,52.491,13.314
2573,357,52.502,13.395
2574,321,52.55,13.354
2575,304,52.531,13.419
2576,304,52.485,13.372
2577,297,52.538,13.418
2578,313,52.548,13.402
2579,368,52.552,13.365
2580,288,52.544,13.42
2581,309,52.458,13.526
2582,480,52.563,13.375
2583,376,52.494,13.421
2584,326,52.506,13.328
2585,305,52.525,13.326
2586,264,52.537,13.418
2587,322,52.443,13.456
2588,294,52.529,13.396
2589,340,52.479,13.313
2590,338,52.509,13.467
2591,327,52.571,13.38
2592,237,52.491,13.321
2593,283,52.532,13.4
2594,339,52.504,13.376
2595,298,52.496,13.429
2596,396,52.507,13.281
2597,351,52.49,13.426
2598,300,52.534,13.416
2599,260,52.494,13.352
2600,356,52.553,13.381
2601,295,52.5,13.36
2602,376,52.379,13.416
2603,181,52.505,13.496
2604,328,52.529,13.378
2605,462,52.501,13.284
2606,371,52.391,13.065
2607,290,52.5,13.296
2608,326,52.562,13.395
2609,263,52.487,13.353
2610,320,52.538,13.397
2611,285,52.398,13.392
2612,265,52.448,13.306
2613,262,52.488,13.302
2614,368,52.504,13.374
2615,374,52.545,13.426
2616,366,52.51,13.398
2617,278,52.485,13.382
2618,368,52.534,13.348
2619,357,52.532,13.382
2620,246,52.501,13.319
2621,288,52.5,13.304
2622,292,52.497,13.421
2623,355,52.596,13.348
2624,334,52.518,13.28
2625,334,52.571,13.361
2626,299,52.541,13.393
2627,328,52.48,13.443
2628,270,52.479,13.329
2629,248,52.501,13.315
2630,291,52.533,13.424
2631,292,52.543,13.377
2632,288,52.525,13.347
2633,235,52.498,13.298
2634,331,52.533,13.381
2635,322,52.501,13.423
2636,262,52.529,13.431
2637,195,52.442,13.458
2638,355,52.578,13.428
2639,326,52.57,13.321
2640,278,52.549,13.408
2641,304,52.584,13.302
2642,326,52.532,13.351
2643,294,52.531,13.404
2644,347,52.53,13.3
2645,361,52.54,13.358
2646,280,52.489,13.316
2647,264,52.443,13.321
2648,339,52.395,13.42
2649,315,52.517,13.345
2650,354,52.524,13.44
2651,253,52.466,13.367
2652,307,52.573,13.36
2653,316,52.542,13.351
2654,282,52.5,13.404
2655,313,52.511,13.306
2656,238,52.566,13.385
2657,366,52.46,13.275
2658,267,52.485,13.383
2659,290,52.515,13.473
2660,332,52.543,13.399
2661,302,52.528,13.351
2662,388,52.468,13.43
2663,315,52.526,13.349
2664,294,52.492,13.393
2665,328,52.496,13.362
2666,275,52.502,13.422
2667,250,52.467,13.32
2668,326,52.487,13.434
2669,298,52.504,13.43
2670,326,52.493,13.384
2671,272,52.521,13.335
2672,300,52.512,13.387
2673,291,52.497,13.383
2674,448,52.52,13.412
2675,307,52.505,13.362
2676,271,52.532,13.416
2677,300,52.512,13.383
2678,185,52.411,13.262
2679,390,52.528,13.48
2680,277,52.501,13.392
2681,270,52.479,13.32
2682,259,52.488,13.354
2683,290,52.51,13.401
2684,316,52.506,13.445
2685,296,52.498,13.295
2686,341,52.5,13.355
2687,294,52.484,13.373
2688,284,52.525,13.416
2689,299,52.48,13.439
2690,285,52.551,13.363
2691,286,52.494,13.406
2692,340,52.528,13.423
2693,325,52.48,13.299
2694,321,52.558,13.433
2695,310,52.509,13.259
2696,319,52.53,13.462
2697,275,52.464,13.411
2698,327,52.516,13.465
2699,356,52.498,13.415
2700,360,52.518,13.355
2701,290,52.496,13.415
2702,349,52.535,13.505
2703,292,52.394,13.015
2704,332,52.55,13.379
2705,268,52.522,13.439
2706,349,52.508,13.259
2707,227,52.517,13.44
2708,380,52.505,13.395
2709,246,52.499,13.463
2710,306,52.51,13.462
2711,294,52.54,13.422
2712,374,52.602,13.365
2713,271,52.507,13.413
2714,298,52.511,13.463
2715,341,52.423,13.436
2716,326,52.499,13.425
2717,294,52.59,13.287
2718,283,52.551,13.348
2719,319,52.549,13.201
2720,296,52.5,13.399
2721,312,52.465,13.473
2722,255,52.502,13.304
2723,312,52.495,13.397
2724,297,52.53,13.338
2725,288,52.437,13.372
2726,249,52.549,13.372
2727,269,52.534,13.427
2728,358,52.478,13.447
2729,304,52.512,13.492
2730,288,52.558,13.345
2731,388,52.525,13.421
2732,337,52.503,13.335
2733,286,52.511,13.467
2734,352,52.495,13.359
2735,326,52.548,13.367
2736,280,52.513,13.457
2737,314,52.543,13.364
2738,316,52.505,13.355
2739,262,52.477,13.32
2740,279,52.432,13.443
2741,304,52.518,13.318
2742,299,52.527,13.489
2743,348,52.581,13.363
2744,302,52.429,13.47
2745,269,52.497,13.438
2746,294,52.503,13.404
2747,264,52.536,13.418
2748,302,52.471,13.43
2749,246,52.514,13.455
2750,267,52.48,13.451
2751,272,52.543,13.419
2752,300,52.507,13.406
2753,264,52.484,13.361
2754,277,52.497,13.439
2755,368,52.504,13.448
2756,297,52.47,13.372
2757,274,52.547,13.419
2758,347,52.536,13.39
2759,251,52.488,13.397
2760,282,52.498,13.414
2761,351,52.509,13.453
2762,240,52.487,13.365
2763,326,52.564,13.374
2764,381,52.5,13.412
2765,354,52.459,13.436
2766,252,52.503,13.439
2767,289,52.454,13.438
2768,190,52.516,13.427
2769,342,52.485,13.432
2770,245,52.508,13.463
2771,305,52.536,13.356
2772,285,52.526,13.319
2773,346,52.562,13.373
2774,253,52.486,13.363
2775,272,52.434,13.26
2776,297,52.538,13.413
2777,365,52.474,13.467
2778,318,52.511,13.497
2779,302,52.49,13.392
2780,362,52.497,13.365
2781,326,52.393,13.401
2782,248,52.494,13.38
2783,355,52.539,13.499
2784,330,52.548,13.369
2785,337,52.509,13.351
2786,330,52.525,13.342
2787,281,52.524,13.357
2788,297,52.502,13.45
2789,230,52.495,13.318
2790,308,52.435,13.378
2791,294,52.503,13.422
2792,269,52.5,13.458
2793,301,52.569,13.404
2794,291,52.481,13.299
2795,304,52.519,13.277
2796,324,52.477,13.365
2797,317,52.561,13.334
2798,246,52.52,13.45
2799,263,52.494,13.367
2800,222,52.496,13.322
2801,272,52.447,13.386
2802,281,52.492,13.397
2803,302,52.526,13.31
2804,257,52.496,13.327
2805,365,52.51,13.351
2806,351,52.475,13.453
2807,241,52.529,13.336
2808,300,52.541,13.357
2809,258,52.506,13.42
2810,311,52.543,13.441
2811,336,52.472,13.445
2812,295,52.551,13.391
2813,216,52.476,13.29
2814,352,52.551,13.353
2815,232,52.487,13.329
2816,295,52.533,13.346
2817,199,52.465,13.395
2818,317,52.473,13.448
2819,347,52.495,13.36
2820,353,52.501,13.476
2821,262,52.54,13.404
2822,283,52.5,13.315
2823,265,52.488,13.364
2824,243,52.482,13.429
2825,266,52.44,13.435
2826,375,52.47,13.386
2827,266,52.503,13.313
2828,277,52.519,13.466
2829,320,52.523,13.45
2830,325,52.517,13.391
2831,327,52.532,13.442
2832,254,52.389,13.414
2833,318,52.511,13.346
2834,266,52.532,13.337
2835,326,52.52,13.3
2836,285,52.551,13.371
2837,369,52.496,13.396
2838,276,52.518,13.466
2839,348,52.605,13.361
2840,306,52.555,13.346
2841,279,52.52,13.422
2842,378,52.409,13.376
2843,245,52.436,13.465
2844,275,52.5,13.414
2845,304,52.467,13.314
2846,287,52.525,13.43
2847,264,52.554,13.403
2848,283,52.489,13.405
2849,318,52.467,13.344
2850,241,52.5,13.305
2851,373,52.537,13.605
2852,303,52.474,13.445
2853,247,52.568,13.329
2854,328,52.521,13.3
2855,235,52.533,13.367
2856,286,52.47,13.305
2857,311,52.58,13.342
2858,268,52.494,13.427
2859,305,52.525,13.357
2860,257,52.505,13.433
2861,325,52.552,13.43
2862,315,52.437,13.38
2863,318,52.497,13.285
2864,356,52.506,13.394
2865,260,52.544,13.415
2866,327,52.53,13.38
2867,336,52.53,13.454
2868,289,52.404,13.406
2869,298,52.491,13.401
2870,294,52.549,13.353
2871,297,52.51,13.397
2872,304,52.443,13.295
2873,294,52.527,13.354
2874,265,52.512,13.312
2875,327,52.515,13.301
2876,323,52.548,13.39
2877,267,52.492,13.389
2878,264,52.53,13.445
2879,329,52.478,13.297
2880,297,52.549,13.452
2881,228,52.522,13.446
2882,276,52.523,13.476
2883,454,52.535,13.198
2884,343,52.552,13.36
2885,255,52.495,13.341
2886,314,52.529,13.35
2887,285,52.511,13.301
2888,267,52.466,13.329
2889,321,52.515,13.42
2890,209,52.531,13.423
2891,314,52.458,13.448
2892,282,52.548,13.346
2893,391,52.513,13.405
2894,279,52.525,13.452
2895,254,52.387,13.405
2896,282,52.504,13.32
2897,295,52.524,13.479
2898,433,52.516,13.378
2899,439,52.465,13.514
2900,298,52.489,13.331
2901,277,52.51,13.284
2902,285,52.419,13.442
2903,249,52.453,13.385
2904,344,52.394,13.401
2905,255,52.495,13.301
2906,324,52.575,13.36
2907,222,52.508,13.297
2908,240,52.483,13.382
2909,297,52.461,13.384
2910,283,52.548,13.345
2911,268,52.542,13.354
2912,269,52.57,13.405
2913,264,52.53,13.414
2914,259,52.479,13.373
2915,260,52.488,13.36
2916,289,52.481,13.348
2917,280,52.535,13.365
2918,220,52.536,13.4
2919,281,52.451,13.337
2920,229,52.531,13.334
2921,282,52.496,13.397
2922,282,52.472,13.48
2923,270,52.557,13.342
2924,378,52.428,13.467
2925,231,52.479,13.361
2926,315,52.558,13.377
2927,253,52.496,13.348
2928,355,52.506,13.395
2929,283,52.535,13.51
2930,281,52.488,13.299
2931,273,52.514,13.291
2932,280,52.481,13.349
2933,283,52.489,13.345
2934,265,52.533,13.434
2935,348,52.528,13.403
2936,265,52.49,13.313
2937,276,52.532,13.441
2938,324,52.513,13.519
2939,334,52.457,13.51
2940,293,52.542,13.352
2941,283,52.556,13.388
2942,403,52.516,13.379
2943,333,52.477,13.448
2944,261,52.501,13.316
2945,299,52.512,13.418
2946,280,52.495,13.407
2947,288,52.492,13.424
2948,299,52.479,13.447
2949,248,52.503,13.432
2950,333,52.432,13.338
2951,290,52.506,13.319
2952,294,52.502,13.448
2953,233,52.501,13.411
2954,239,52.518,13.298
2955,245,52.499,13.441
2956,343,52.548,13.21
2957,302,52.436,13.524
2958,266,52.481,13.432
2959,226,52.486,13.326
2960,348,52.518,13.454
2961,284,52.495,13.298
2962,293,52.497,13.455
2963,292,52.512,13.462
2964,167,52.524,13.463
2965,304,52.505,13.411
2966,299,52.504,13.353
2967,236,52.468,13.378
2968,214,52.512,13.448
2969,276,52.55,13.35
2970,301,52.531,13.298
2971,278,52.464,13.37
2972,315,52.507,13.284
2973,264,52.482,13.33
2974,286,52.512,13.433
2975,252,52.491,13.319
2976,333,52.554,13.376
2977,292,52.505,13.405
2978,328,52.47,13.439
2979,312,52.572,13.403
2980,457,52.518,13.374
2981,247,52.503,13.408
2982,312,52.48,13.446
2983,266,52.502,13.324
2984,220,52.482,13.32
2985,261,52.532,13.368
2986,260,52.436,13.508
2987,216,52.509,13.473
2988,244,52.561,13.354
2989,265,52.489,13.427
2990,319,52.474,13.465
2991,317,52.538,13.218
2992,240,52.495,13.337
2993,287,52.521,13.49
2994,307,52.546,13.419
2995,255,52.554,13.361
2996,276,52.494,13.401
2997,293,52.602,13.352
2998,280,52.534,13.431
2999,283,52.558,13.389
3000,301,52.532,13.519
3001,246,52.511,13.447
3002,253,52.513,13.432
3003,206,52.49,13.357
3004,243,52.501,13.498
3005,320,52.608,13.337
3006,260,52.451,13.435
3007,343,52.562,13.454
3008,291,52.542,13.371
3009,328,52.559,13.353
3010,301,52.467,13.423
3011,272,52.51,13.396
3012,330,52.548,13.42
3013,281,52.511,13.315
3014,236,52.474,13.365
3015,258,52.499,13.336
3016,247,52.499,13.325
3017,295,52.578,13.315
3018,265,52.476,13.328
3019,298,52.496,13.451
3020,285,52.515,13.315
3021,283,52.499,13.343
3022,241,52.566,13.373
3023,288,52.501,13.461
3024,314,52.554,13.375
3025,254,52.391,13.42
3026,230,52.565,13.363
3027,287,52.52,13.454
3028,277,52.509,13.285
3029,323,52.519,13.286
3030,391,52.533,13.198
3031,257,52.488,13.332
3032,293,52.561,13.372
3033,345,52.543,13.362
3034,233,52.518,13.469
3035,278,52.523,13.379
3036,283,52.548,13.423
3037,289,52.511,13.431
3038,244,52.509,13.284
3039,253,52.537,13.286
3040,320,52.503,13.332
3041,177,52.482,13.36
3042,255,52.484,13.439
3043,328,52.475,13.425
3044,272,52.523,13.359
3045,328,52.561,13.386
3046,175,52.485,13.341
3047,258,52.528,13.39
3048,311,52.457,13.384
3049,250,52.512,13.47
3050,272,52.531,13.329
3051,266,52.548,13.374
3052,223,52.496,13.342
3053,245,52.514,13.427
3054,344,52.534,13.196
3055,300,52.475,13.454
3056,240,52.502,13.37
3057,380,52.523,13.437
3058,287,52.539,13.409
3059,472,52.523,13.413
3060,292,52.506,13.399
3061,342,52.478,13.428
3062,224,52.482,13.377
3063,227,52.489,13.342
3064,325,52.54,13.394
3065,317,52.455,13.375
3066,233,52.516,13.312
3067,281,52.503,13.398
3068,331,52.503,13.334
3069,253,52.479,13.312
3070,201,52.513,13.266
3071,301,52.498,13.389
3072,220,52.504,13.417
3073,303,52.558,13.39
3074,231,52.502,13.261
3075,253,52.514,13.305
3076,277,52.531,13.385
3077,266,52.505,13.408
3078,295,52.451,13.379
3079,273,52.543,13.421
3080,302,52.56,13.37
3081,303,52.55,13.378
3082,141,52.521,13.332
3083,270,52.505,13.393
3084,207,52.489,13.448
3085,304,52.467,13.49
3086,303,52.481,13.347
3087,274,52.526,13.379
3088,295,52.509,13.294
3089,305,52.511,13.462
3090,251,52.504,13.307
3091,304,52.504,13.381
3092,317,52.461,13.481
3093,270,52.503,13.441
3094,529,52.467,13.43
3095,258,52.469,13.346
3096,319,52.466,13.429
3097,294,52.523,13.479
3098,377,52.51,13.404
3099,320,52.467,13.385
3100,310,52.515,13.478
3101,271,52.511,13.302
3102,300,52.563,13.426
3103,261,52.491,13.433
3104,275,52.486,13.351
3105,195,52.522,13.332
3106,194,52.481,13.361
3107,215,52.51,13.471
3108,298,52.502,13.478
3109,235,52.511,13.384
3110,268,52.503,13.338
3111,340,52.449,13.436
3112,301,52.525,13.444
3113,309,52.574,13.323
3114,345,52.52,13.391
3115,257,52.499,13.423
3116,260,52.497,13.426
3117,178,52.504,13.419
3118,238,52.461,13.324
3119,216,52.387,13.403
3120,644,52.364,13.51
3121,306,52.505,13.34
3122,351,52.555,13.399
3123,302,52.551,13.405
3124,301,52.517,13.382
3125,223,52.509,13.426
3126,268,52.51,13.424
3127,230,52.483,13.376
3128,247,52.51,13.273
3129,353,52.51,13.405
3130,393,52.505,13.384
3131,317,52.474,13.464
3132,304,52.504,13.343
3133,253,52.495,13.302
3134,251,52.511,13.309
3135,257,52.496,13.43
3136,220,52.478,13.43
3137,257,52.528,13.325
3138,306,52.475,13.427
3139,286,52.533,13.345
3140,222,52.487,13.354
3141,245,52.505,13.407
3142,218,52.501,13.297
3143,161,52.488,13.297
3144,262,52.479,13.333
3145,292,52.456,13.376
3146,316,52.505,13.352
3147,275,52.47,13.342
3148,210,52.56,13.446
3149,204,52.547,13.381
3150,283,52.506,13.309
3151,305,52.572,13.428
3152,258,52.531,13.413
3153,281,52.515,13.397
3154,257,52.496,13.344
3155,261,52.532,13.365
3156,223,52.52,13.28
3157,284,52.526,13.5
3158,247,52.479,13.298
3159,255,52.504,13.324
3160,238,52.399,13.406
3161,254,52.541,13.358
3162,255,52.511,13.424
3163,300,52.54,13.424
3164,258,52.42,13.446
3165,252,52.506,13.466
3166,228,52.388,13.409
3167,243,52.45,13.38
3168,289,52.494,13.425
3169,243,52.489,13.353
3170,276,52.54,13.416
3171,308,52.501,13.422
3172,309,52.546,13.345
3173,259,52.469,13.342
3174,267,52.534,13.35
3175,280,52.551,13.372
3176,302,52.522,13.336
3177,287,52.563,13.413
3178,330,52.602,13.361
3179,242,52.455,13.322
3180,274,52.48,13.438
3181,184,52.496,13.336
3182,265,52.523,13.427
3183,288,52.532,13.384
3184,252,52.508,13.398
3185,245,52.514,13.466
3186,210,52.505,13.316
3187,298,52.499,13.48
3188,272,52.5,13.413
3189,363,52.523,13.401
3190,286,52.521,13.359
3191,208,52.486,13.365
3192,242,52.529,13.413
3193,310,52.494,13.365
3194,234,52.543,13.37
3195,257,52.502,13.468
3196,283,52.496,13.297
3197,253,52.531,13.336
3198,314,52.435,13.261
3199,302,52.487,13.299
3200,219,52.494,13.298
3201,288,52.507,13.407
3202,333,52.514,13.521
3203,273,52.495,13.326
3204,252,52.496,13.436
3205,303,52.529,13.425
3206,240,52.46,13.385
3207,214,52.517,13.472
3208,287,52.531,13.347
3209,220,52.431,13.384
3210,235,52.46,13.375
3211,307,52.487,13.426
3212,324,52.596,13.339
3213,225,52.513,13.451
3214,234,52.561,13.429
3215,284,52.548,13.429
3216,337,52.506,13.38
3217,275,52.537,13.429
3218,290,52.549,13.386
3219,251,52.546,13.38
3220,329,52.415,13.496
3221,299,52.467,13.437
3222,197,52.498,13.316
3223,198,52.416,13.406
3224,273,52.541,13.405
3225,291,52.514,13.424
3226,230,52.491,13.363
3227,279,52.471,13.463
3228,307,52.534,13.352
